fit_time,score_time,test_r2,train_r2,test_neg_mean_absolute_percentage_error,train_neg_mean_absolute_percentage_error,model
0.2880887985229492,0.013890981674194336,0.6395941630500785,0.68996374208695,-0.18110099431654447,-0.2680153530077669,model
0.24104022979736328,0.0023298263549804688,0.5789125250833298,0.6900754727270638,-0.10944698438957909,-0.2679208476625572,model
0.44850778579711914,0.015468120574951172,0.42014707209457447,0.6897582519843883,-0.23197008854316373,-0.267445278916618,model
0.21219778060913086,0.002726316452026367,0.7515150406884077,0.689193011438548,-0.23230759900406472,-0.2676196462205051,model
0.2962300777435303,0.002368927001953125,0.7614472735214312,0.6900948838958323,-0.7346624559722997,-0.26660965392866626,model
0.3270092010498047,0.0026366710662841797,0.4781082586160933,0.6903227293752441,-0.2292092973471629,-0.267542463599095,model
0.4345071315765381,0.0088348388671875,-4.717326806672089,0.6910077768078384,-0.17458592607163942,-0.26763956666517336,model
0.24884510040283203,0.002485036849975586,0.6987141135486417,0.6901924003496404,-0.24596020315250852,-0.2673902003862205,model
0.25231218338012695,0.0023698806762695312,0.24809040888363532,0.6903729999788837,-0.17411990703883956,-0.2676717528508923,model
0.28365421295166016,0.010773658752441406,0.15882622662318568,0.6905486519164982,-0.33977914344584115,-0.2677034978255818,model
0.3280830383300781,0.0032880306243896484,0.45115819012406355,0.6910807845489524,-0.25307809819180527,-0.26701277559277026,model
0.361767053604126,0.0024361610412597656,0.26110592880438266,0.6906013745553883,-0.32095574915803354,-0.26770470302181376,model
0.19718408584594727,0.002432107925415039,0.27309728536247824,0.6906915130550404,-0.22719595162940612,-0.26739401497153126,model
0.3285391330718994,0.007112979888916016,0.8419164766049326,0.6896655061113599,-0.11698906807490864,-0.26789873190230123,model
0.39053821563720703,0.005566835403442383,-0.656985964564037,0.6905395490748674,-0.21234773458939019,-0.2678359564585774,model
0.6735358238220215,0.0045261383056640625,0.6780642668292312,0.6894616758404344,-0.18988287561951284,-0.2676157417124241,model
0.4263460636138916,0.019826889038085938,0.8289730430938292,0.6897959670731715,-0.18944140897047132,-0.2678560089060403,model
0.3721179962158203,0.00244903564453125,0.8166170356683881,0.6892780109585079,-0.1404457684128703,-0.2678369728892672,model
0.2991616725921631,0.007046222686767578,0.8272535567367939,0.689958241372534,-0.24023447784264532,-0.26762140907259435,model
0.36719608306884766,0.00442194938659668,0.622533945036108,0.6902382318787805,-0.11783558378117581,-0.2678527722836632,model
0.5838801860809326,0.009644746780395508,0.31428817301725565,0.6905265158343503,-0.43971972029069306,-0.26767791253037887,model
0.1856517791748047,0.002389192581176758,-0.1940866889525461,0.6905773015658315,-0.17536878039188394,-0.2676877950964906,model
0.3997621536254883,0.0025238990783691406,0.036928541634868584,0.6906497109678131,-0.22067198007693073,-0.26751670572098735,model
0.4343290328979492,0.005945920944213867,0.716751989206271,0.689885388904526,-0.2912380427345343,-0.26727087441645586,model
0.2528529167175293,0.002495288848876953,0.9403996654104155,0.689653620100385,-0.07423727499904448,-0.267962555510952,model
0.2788889408111572,0.0024878978729248047,0.7347861604039279,0.6891334995114236,-0.351054152190239,-0.2671569948763106,model
0.40425586700439453,0.004136323928833008,0.7396543138526175,0.6896294953535459,-0.19158881918941967,-0.26756514127415415,model
0.30781006813049316,0.00618290901184082,0.8657888143749795,0.6895410198613593,-0.08406650302753399,-0.26798292872191826,model
0.42068004608154297,0.006146907806396484,0.719349336853493,0.6891849986323761,-0.12871260667330778,-0.26798864977585357,model
0.31098294258117676,0.0023772716522216797,0.14444793158339375,0.6909297745807192,-0.2873558397106248,-0.26780129225963745,model
0.4437859058380127,0.008942127227783203,-2.6040170121320205,0.6908348018769275,-0.2464300537062668,-0.26787850692766246,model
0.29076194763183594,0.00634312629699707,0.6021813572405406,0.6889257686020676,-0.12695520638743987,-0.26787537853836685,model
0.231003999710083,0.005594968795776367,0.9165249960625944,0.6893451394474752,-0.3110717864411578,-0.2675285211846475,model
0.3652989864349365,0.0023810863494873047,0.8580447266442992,0.6898664724314447,-0.7808578699298164,-0.2664550403286865,model
0.2507503032684326,0.008206844329833984,0.7229547110079475,0.6899171842350803,-0.14414749478290112,-0.26783779676411895,model
0.29594993591308594,0.024836063385009766,0.9197163042052674,0.6899248784913761,-0.11223378743542571,-0.26793324889795367,model
0.3333418369293213,0.010703086853027344,0.19834094598545837,0.6903731725035215,-0.13385407107525366,-0.2677252726815238,model
0.27652788162231445,0.002337932586669922,0.5601222722137794,0.6903944838722007,-0.13323647086725637,-0.2678153592868339,model
0.22572803497314453,0.002624988555908203,0.8392626269129566,0.6897503581611177,-0.1765412087968382,-0.2677885962055251,model
0.31210923194885254,0.011191606521606445,0.8148991340815932,0.6896648272561305,-0.16832911146185225,-0.26784228793698156,model
0.3992030620574951,0.0023789405822753906,0.6019143315385402,0.6893578111966241,-0.27900823804046365,-0.26751078153357055,model
0.1933460235595703,0.006720066070556641,0.34445279251361927,0.6903231715899304,-0.13996119890417963,-0.2676611491217523,model
0.2045888900756836,0.008517980575561523,-0.2216689077647216,0.6902429975412017,-0.16798739549246935,-0.26777687206933043,model
2.84993577003479,0.00943613052368164,-0.3994386232386711,0.6905493218688694,-0.3727609785278784,-0.26743757772955234,model
0.5402050018310547,0.008324146270751953,0.5068826865584632,0.6904250062194353,-0.44775423024571676,-0.2673965887687715,model
0.3898661136627197,0.0024459362030029297,0.7045802117726426,0.6900123680905113,-0.1737438007297193,-0.26799318890056023,model
0.30574798583984375,0.024630069732666016,0.4759067011747006,0.6905147437144077,-0.2241436024708382,-0.26731231935700867,model
0.38987064361572266,0.002420186996459961,0.48825675130812274,0.6902005725275372,-0.21735097571259399,-0.2676359762828603,model
0.3001279830932617,0.005591630935668945,0.6084186573489787,0.6901339288452202,-0.28368221567357826,-0.26763223362650107,model
0.3798990249633789,0.0025038719177246094,-0.41152470448147027,0.6905235626106339,-0.21800506554771346,-0.2676018639577282,model
0.36896729469299316,0.0028259754180908203,0.7217154896160618,0.6902944086957344,-0.1560466502283935,-0.2677080581372185,model
0.3166618347167969,0.0024061203002929688,0.8401698890698666,0.6899966260050694,-0.180046427316186,-0.26771476123493193,model
0.3360579013824463,0.0034160614013671875,0.8220217991335494,0.6894465223169308,-0.40472992762892707,-0.2674480177117115,model
0.20173311233520508,0.006968021392822266,-3.6059848628405033,0.6903886780052781,-0.13127623266840546,-0.2678387429538614,model
0.29385805130004883,0.003393888473510742,0.6801283820026787,0.69018258561265,-0.1641811417701079,-0.26786607249342426,model
0.29460787773132324,0.0054242610931396484,0.9385237392964132,0.6894800005872,-0.15111722043995807,-0.26788576108836,model
