coef,value
"C(orientation, contr.treatment('東'))[T.南西]:land_m2",2465.01632638152
"C(orientation, contr.treatment('東'))[T.接面道路無]:land_m2",-232917.7880883725
"C(orientation, contr.treatment('東'))[T.西]:land_m2",-4269.599224257457
"C(land_shape, contr.treatment('正方形'))[T.ほぼ台形]:land_m2",-15917.983082744628
"C(land_shape, contr.treatment('正方形'))[T.ほぼ整形]:land_m2",-10264.073941189514
"C(land_shape, contr.treatment('正方形'))[T.ほぼ正方形]:land_m2",-12625.173511251023
"C(land_shape, contr.treatment('正方形'))[T.ほぼ長方形]:land_m2",1778.283527654745
"C(land_shape, contr.treatment('正方形'))[T.不整形]:land_m2",-60744.77209424944
"C(land_shape, contr.treatment('正方形'))[T.台形]:land_m2",-17416.696543671475
"C(land_shape, contr.treatment('正方形'))[T.袋地等]:land_m2",-61925.554919508606
"C(land_shape, contr.treatment('正方形'))[T.長方形]:land_m2",2422.189861876057
"C(building_type, contr.treatment('NA'))[NA]:age:house_m2",0.0
"C(building_type, contr.treatment('NA'))[ブロック造]:age:house_m2",-6234.775526156269
"C(building_type, contr.treatment('NA'))[木造]:age:house_m2",-8169.6953777230765
"C(building_type, contr.treatment('NA'))[木造、ブロック造]:age:house_m2",-10769.910138968044
"C(building_type, contr.treatment('NA'))[木造、軽量鉄骨造]:age:house_m2",-3771.676960297366
"C(building_type, contr.treatment('NA'))[軽量鉄骨造]:age:house_m2",-12220.49607465495
"C(building_type, contr.treatment('NA'))[鉄骨造]:age:house_m2",-8592.35787556424
"C(building_type, contr.treatment('NA'))[鉄骨造、木造]:age:house_m2",-5610.232502774643
"C(building_type, contr.treatment('NA'))[鉄骨造、軽量鉄骨造]:age:house_m2",-7059.498375680527
"C(building_type, contr.treatment('NA'))[ＲＣ]:age:house_m2",-11591.39828699123
"C(building_type, contr.treatment('NA'))[ＲＣ、ブロック造]:age:house_m2",-14679.232515645106
"C(building_type, contr.treatment('NA'))[ＲＣ、木造]:age:house_m2",-9868.649434738485
"C(building_type, contr.treatment('NA'))[ＲＣ、木造、ブロック造]:age:house_m2",-11586.736426849191
"C(building_type, contr.treatment('NA'))[ＲＣ、軽量鉄骨造]:age:house_m2",-10018.846212075074
"C(building_type, contr.treatment('NA'))[ＲＣ、鉄骨造]:age:house_m2",-18505.425178770296
"C(building_type, contr.treatment('NA'))[ＲＣ、鉄骨造、木造]:age:house_m2",-6006.074725587209
"C(building_type, contr.treatment('NA'))[ＳＲＣ]:age:house_m2",-4315.249854889026
